fighter_id,firstname,lastname,nickname,wins,losses,draws,height,weight,reach,stance,dob,strikes_landed_per_min,striking_accuracy,strikes_absorbed_per_min,striking_defense,takedown_avg,takedown_accuracy,takedown_defense,submission_avg
20b13e96668caaa4,Roybert,Echeverria,The Unbroken,7,1,0,65.0,125.0,67.0,2.0,1995.0,2.95,53.0,2.52,57.0,0.0,0.0,71.0,2.6
f2688492b9a525a3,Frankie,Edgar,The Answer,23,11,1,66.0,135.0,68.0,0.0,1981.0,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3
e56daf7725a0b5ab,Justin,Edwards,Fast Eddy,9,5,0,70.0,155.0,70.0,0.0,1983.0,2.68,42.0,3.32,51.0,2.14,26.0,27.0,1.0
f1fac969a1d70b08,Leon,Edwards,Rocky,22,6,0,74.0,170.0,74.0,1.0,1991.0,2.6,54.0,2.44,52.0,1.25,37.0,63.0,0.4
f9ab66e67240db7b,Joselyne,Edwards,La Pantera,16,6,0,68.0,135.0,70.0,0.0,1995.0,4.73,53.0,3.28,50.0,1.29,38.0,61.0,0.5
d9a56ecb6e94f02e,Evan,Elder,The Phenom,10,2,0,70.0,155.0,72.0,2.0,1997.0,5.66,50.0,4.94,57.0,0.48,15.0,40.0,0.5
07a74004d964c7f4,Billy,Elekana,Son of Susie,9,2,0,75.0,205.0,77.0,1.0,1995.0,2.66,60.0,3.28,46.0,0.55,25.0,0.0,0.6
1a064688481f66e1,Joao,Elias,Alicate,17,4,1,63.0,125.0,64.0,1.0,1995.0,0.4,50.0,6.47,20.0,0.0,0.0,50.0,0.0
92a9aa9c93192871,Darren,Elkins,The Damage,29,12,0,70.0,145.0,71.0,0.0,1984.0,3.4,38.0,3.34,51.0,2.87,34.0,56.0,1.1
d81ac739417d7f53,Jake,Ellenberger,The Juggernaut,31,15,0,69.0,170.0,71.0,0.0,1985.0,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4
8e8e4487c621aa1c,Joe,Ellenberger,Excalibur,15,2,0,69.0,155.0,72.0,0.0,1985.0,1.62,47.0,3.45,48.0,3.17,40.0,0.0,1.1
6b56e94a59b7b134,Oban,Elliott,The Welsh Gangster,12,3,0,72.0,170.0,72.0,0.0,1997.0,3.5,48.0,2.24,60.0,1.7,44.0,55.0,0.0
87e4a3a5080ee7ce,Elisha,Ellison,The Snack Panther,5,2,0,72.0,238.0,78.0,0.0,1997.0,1.57,33.0,15.13,40.0,0.0,0.0,0.0,0.0
5f3da9a9610d8969,Cameron,Else,Camchida,10,6,0,69.0,135.0,71.0,2.0,1987.0,1.99,40.0,8.09,51.0,0.0,0.0,0.0,0.0
abd5fb12437eda21,Ramazan,Emeev,Gorets,20,6,0,70.0,170.0,76.0,1.0,1987.0,2.53,45.0,2.14,65.0,2.37,29.0,66.0,0.7
b8da6f5c80ae2d15,Fedor,Emelianenko,The Last Emperor,36,5,0,72.0,230.0,74.0,0.0,1976.0,3.18,51.0,1.0,63.0,2.0,63.0,82.0,1.9
dc0f07928009a127,Rob,Emerson,The Saint,18,12,0,69.0,155.0,70.0,0.0,1981.0,2.5,30.0,2.83,64.0,2.02,52.0,65.0,0.4
e00a3dee329a51f7,Jamall,Emmers,Pretty Boy,22,8,0,70.0,145.0,74.0,0.0,1989.0,5.1,49.0,3.92,57.0,2.59,53.0,81.0,0.3
fba03cd6cc28dc41,Josh,Emmett,CC0,19,6,0,66.0,145.0,70.0,0.0,1985.0,3.72,35.0,4.43,60.0,1.08,37.0,43.0,0.1
4122da4f791b2f4f,Kolton,Englund,White Assassin,9,4,0,70.0,155.0,69.0,0.0,1993.0,2.31,25.0,11.54,40.0,0.0,0.0,0.0,0.0
993d385f5a475375,Andy,Enz,Tank Mode,10,4,0,75.0,185.0,78.0,0.0,1991.0,3.51,23.0,5.32,57.0,0.0,0.0,58.0,0.0
919fc4bc3edf4de7,Yuji,Ephoevi-Ga,The Chef,11,1,0,72.0,155.0,75.0,2.0,1999.0,2.67,71.0,2.6,44.0,0.0,0.0,60.0,0.0
b593cd58b0afffb0,Abdellah,Er-Ramy,The Golden Boy,7,2,0,72.0,185.0,74.0,0.0,1996.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0
32ab52e5de93092d,Steve,Erceg,Astroboy,13,4,0,68.0,125.0,68.0,0.0,1995.0,4.0,45.0,3.79,52.0,1.15,27.0,62.0,0.4
902ec2cc48c8ae8a,Julian,Erosa,Juicy J,31,13,0,73.0,145.0,74.0,1.0,1989.0,6.21,48.0,6.27,48.0,1.78,43.0,61.0,0.7
5df17b3620145578,Cole,Escovedo,Apache Kid,17,9,0,67.0,135.0,72.0,0.0,1981.0,1.77,43.0,4.32,49.0,0.43,33.0,13.0,0.0
83fd97284f4bb4a4,Efrain,Escudero,Hecho En Mexico,28,12,0,69.0,155.0,71.0,0.0,1986.0,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8
d910665038efc639,Carla,Esparza,Cookie Monster,20,8,0,61.0,115.0,63.0,0.0,1987.0,2.19,39.0,2.87,54.0,3.28,36.0,47.0,0.3
ccf5dc41417e9daf,Juan,Espino,El Guapo,11,2,0,75.0,255.0,80.0,0.0,1980.0,2.38,70.0,1.95,40.0,8.93,78.0,50.0,2.4
215a70f073a7b726,Jordan,Espinosa,The Gamer,15,9,0,66.0,125.0,69.0,0.0,1989.0,4.22,52.0,2.94,57.0,0.75,28.0,70.0,0.2
83455a9d17f57dae,Rafael,Estevam,Macapa,14,0,0,68.0,125.0,69.0,0.0,1996.0,2.1,54.0,2.59,47.0,6.01,38.0,66.0,0.3
ea9bfe9c25037bba,Shaun,Etchell,The Buzzsaw,7,3,0,67.0,125.0,68.0,2.0,1993.0,0.0,0.0,0.0,0.0,4.37,100.0,100.0,0.0
4234f0097c83fa62,Sijara,Eubanks,SarJ,8,7,0,64.0,125.0,67.0,0.0,1985.0,4.3,43.0,3.43,57.0,1.9,44.0,66.0,0.3
ee779c43a8926d52,Rashad,Evans,Suga,19,8,1,72.0,205.0,75.0,0.0,1979.0,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0
fc6e681bf6658faf,Ashlee,Evans-Smith,Rebel Girl,6,6,0,68.0,135.0,67.0,0.0,1987.0,4.03,34.0,4.59,53.0,0.95,22.0,50.0,0.0
b12a1d19ee383b7c,Tonya,Evinger,Triple Threat,19,8,0,67.0,135.0,70.0,0.0,1981.0,1.16,42.0,4.02,38.0,0.93,30.0,33.0,0.9
5f6f049d54728e88,Andre,Ewell,Mr. Highlight,17,9,0,68.0,145.0,75.0,1.0,1988.0,4.28,40.0,4.87,51.0,0.36,75.0,72.0,0.1
54c2576b7f2f1f57,Chris,Ewert,El Tanke,7,1,0,72.0,185.0,75.0,0.0,1993.0,3.4,37.0,4.33,50.0,0.0,0.0,42.0,0.0
d776b5814f2400b4,Ethyn,Ewing,The Professor Finesser,9,2,0,66.0,145.0,69.0,0.0,1998.0,5.67,52.0,5.13,47.0,3.0,60.0,100.0,0.0
f72465a784c1b084,Jessica,Eye,Evil,15,11,0,66.0,125.0,66.0,0.0,1986.0,3.86,37.0,4.19,55.0,0.58,40.0,57.0,0.5
78114b7199cef90c,Urijah,Faber,The California Kid,35,11,0,66.0,135.0,67.0,0.0,1979.0,2.65,40.0,2.59,64.0,1.54,30.0,58.0,0.8
40389d39a92f5bfa,Wagnney,Fabiano,The Silencer,16,4,0,66.0,145.0,69.0,1.0,1975.0,1.19,38.0,0.66,70.0,3.44,64.0,100.0,0.4
e17ac6410c8377f4,Bartosz,Fabinski,The Butcher,15,5,0,72.0,170.0,75.0,0.0,1986.0,2.23,68.0,1.46,51.0,7.1,70.0,80.0,0.0
862b0b3375aa4b6e,Zarah,Fairn,Infinite,6,6,0,68.0,135.0,72.0,0.0,1983.0,4.55,31.0,7.4,45.0,0.0,0.0,60.0,0.0
8f765fd5775a8873,Rinat,Fakhretdinov,Gladiator,24,1,1,72.0,170.0,74.0,0.0,1991.0,5.03,52.0,3.61,54.0,3.91,34.0,91.0,0.2
f7be1db194e03d7e,Pedro,Falcao,Pedrinho,16,5,0,66.0,135.0,66.0,0.0,1992.0,3.21,48.0,3.39,50.0,2.73,25.0,66.0,0.0
431262bbc69215dc,Jair,Farias,Chosen,10,1,0,73.0,145.0,76.0,0.0,1993.0,3.8,39.0,5.33,51.0,0.0,0.0,41.0,0.0
f89e6e66b9b112de,Rico,Farrington,The Triggerman,7,3,0,76.0,170.0,79.0,1.0,1989.0,6.33,41.0,7.2,51.0,0.0,0.0,20.0,0.0
e5010b1b94ca5755,Paul,Felder,The Irish Dragon,17,6,0,71.0,155.0,70.0,0.0,1984.0,3.7,44.0,3.44,48.0,0.29,28.0,64.0,0.2
a2ea77e974c5889f,Carlos,Felipe,Boi,11,2,0,72.0,245.0,75.0,0.0,1995.0,4.88,45.0,5.6,50.0,0.0,0.0,72.0,0.0
27541033b97c076d,Kevin,Ferguson,Kimbo Slice,5,2,0,74.0,235.0,77.0,0.0,1974.0,2.3,50.0,3.41,38.0,3.1,72.0,36.0,1.2
22a92d7f62195791,Tony,Ferguson,El Cucuy,26,11,0,71.0,170.0,76.0,0.0,1984.0,4.91,45.0,4.37,55.0,0.39,35.0,66.0,0.9
a6eb54ae17a551be,Gabriella,Fernandes,Gabi,11,3,0,66.0,125.0,66.0,1.0,1993.0,3.56,48.0,5.19,52.0,0.44,18.0,68.0,0.2
dbc17725b887860a,Cezar,Ferreira,Mutante,13,8,0,73.0,185.0,78.0,1.0,1985.0,1.9,42.0,2.44,53.0,2.69,53.0,84.0,0.5
1c2a8915f8431507,Erisson,Ferreira,Gato,12,2,0,66.0,125.0,70.0,0.0,1991.0,1.75,32.0,2.75,56.0,1.11,100.0,66.0,1.7
1e719d4b676dc19a,Brunno,Ferreira,The Hulk,14,2,0,70.0,185.0,72.0,0.0,1992.0,3.41,50.0,3.34,51.0,1.39,28.0,57.0,1.0
d814f5192e58fb2f,Drew,Fickett,The Master,42,21,0,70.0,155.0,70.0,0.0,1979.0,2.33,41.0,2.29,57.0,1.3,35.0,30.0,2.2
b4c57a8c2b773e82,Michal,Figlak,Mad Dog,8,2,0,70.0,155.0,70.0,0.0,1996.0,4.0,39.0,4.93,52.0,0.5,12.0,57.0,0.0
aa72b0f831d0bfe5,Deiveson,Figueiredo,Deus da Guerra,25,5,1,65.0,135.0,68.0,0.0,1987.0,2.75,54.0,3.54,49.0,1.71,35.0,57.0,1.3
cdadae5363b66eef,Francisco,Figueiredo,Sniper,13,5,1,66.0,125.0,68.0,1.0,1989.0,2.04,61.0,2.59,61.0,2.51,75.0,76.0,0.4
bbfca6d5c27d9cd8,Edwin,Figueroa,El Feroz,9,5,0,67.0,135.0,69.0,0.0,1984.0,2.57,39.0,3.06,51.0,0.2,100.0,37.0,0.6
65adf3856c4d9256,Jafel,Filho,Pastor,17,4,0,67.0,125.0,68.0,0.0,1993.0,1.85,41.0,1.62,50.0,2.52,45.0,66.0,2.2
8fd808923cffff82,Andre,Fili,Touchy,25,12,0,71.0,145.0,74.0,0.0,1990.0,3.87,37.0,4.23,51.0,2.22,45.0,71.0,0.2
c32fb8c0f6471a4d,Mirko,Filipovic,Cro Cop,35,11,2,74.0,230.0,73.0,1.0,1974.0,2.11,50.0,1.89,63.0,0.19,40.0,78.0,0.3
fbb60f24af5d5a02,Torrez,Finney,The Punisher,11,0,0,68.0,185.0,75.0,0.0,1998.0,1.77,68.0,1.74,48.0,9.31,60.0,0.0,1.1
34ff304266360297,Manon,Fiorot,The Beast,13,2,0,67.0,125.0,65.0,0.0,1990.0,5.66,42.0,3.58,66.0,1.05,29.0,87.0,0.0
f34312c2ccfa0e00,Spencer,Fisher,The King,24,9,0,67.0,155.0,68.0,1.0,1976.0,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8
c814b4c899793af6,Rafael,Fiziev,Ataman,13,4,0,68.0,155.0,71.0,2.0,1993.0,4.77,52.0,4.77,50.0,0.89,72.0,90.0,0.0
725b1abc9a39d873,AJ,Fletcher,The Ghost,10,3,0,70.0,170.0,67.0,2.0,1997.0,3.36,49.0,4.61,46.0,1.54,35.0,33.0,0.9
09e62c450e754913,Jimmy,Flick,The Brick,17,9,0,67.0,125.0,68.0,0.0,1990.0,1.67,50.0,4.7,43.0,2.36,33.0,0.0,3.5
4bb0f74d5e26f89a,Ty,Flores,Big Medicine,7,3,0,75.0,205.0,73.0,2.0,1993.0,2.0,37.0,7.8,25.0,1.0,9.0,0.0,0.0
d23d5960ac5e117c,Alejandro,Flores,El Gallito,17,3,0,70.0,145.0,73.0,0.0,1991.0,3.66,40.0,2.02,54.0,0.0,0.0,0.0,0.0
cb139171ed1b69fe,Kenny,Florian,KenFlo,14,6,0,70.0,145.0,74.0,1.0,1976.0,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3
65db4065e2bc107d,Darrius,Flowers,Beast Mode,12,8,1,69.0,155.0,71.0,0.0,1994.0,3.07,49.0,5.49,44.0,0.98,28.0,63.0,0.0
01d2ed8c502e3828,Caros,Fodor,The Future,11,6,0,69.0,155.0,74.0,0.0,1984.0,2.76,54.0,2.83,54.0,2.1,25.0,50.0,0.0
947eccadb72f4f6f,Jesse,Forbes,Kid Hercules,15,5,0,74.0,185.0,75.0,1.0,1984.0,2.11,24.0,4.06,53.0,1.79,75.0,66.0,1.2
90390dd1b0791e7f,Raheam,Forest,Rambo,7,2,0,71.0,170.0,73.0,2.0,1997.0,5.32,38.0,12.15,42.0,0.0,0.0,0.0,0.0
77ba5b2939c4018b,Carol,Foro,Anabelle,9,1,0,62.0,115.0,61.0,0.0,1997.0,7.8,55.0,7.67,58.0,0.0,0.0,100.0,0.0
b53c46f613f6f248,Brianna,Fortino,The Bull,9,3,0,60.0,115.0,62.0,1.0,1993.0,3.53,41.0,3.23,57.0,2.5,45.0,66.0,0.0
3dc3022232b79c7a,Brian,Foster,The Foster Boy,27,10,0,69.0,170.0,71.0,0.0,1984.0,3.3,39.0,1.63,65.0,3.67,60.0,37.0,1.8
00a3ff40c4b2cf21,Glaico,Franca Moreira,Nego,15,5,0,72.0,155.0,77.0,0.0,1991.0,2.35,42.0,3.46,47.0,2.68,42.0,76.0,0.3
e564146b9cf6dbef,Felipe,Franco,Negao,8,1,0,73.0,205.0,76.0,0.0,2001.0,2.23,71.0,2.84,35.0,6.08,40.0,100.0,0.0
d897897060f10a3a,Rich,Franklin,Ace,29,7,0,73.0,185.0,76.0,1.0,1974.0,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7
90957a918e26bf9c,Xavier,Franklin,Mr. Benjamin,5,1,0,66.0,135.0,66.0,1.0,1996.0,3.07,33.0,5.27,50.0,0.0,0.0,100.0,0.0
fee02819a271c050,Stephanie,Frausto,Lil Bovy,8,7,0,62.0,115.0,61.0,0.0,1990.0,1.43,21.0,3.57,60.0,0.0,0.0,0.0,0.0
78863e4a28204a6b,Justin,Frazier,The Grizzly Bear,10,3,0,72.0,265.0,75.0,1.0,1989.0,1.11,66.0,6.11,4.0,0.0,0.0,0.0,0.0
b5c19c34f12c917e,Denzel,Freeman,Luke Fox,7,1,0,73.0,265.0,77.0,1.0,1991.0,3.27,62.0,2.07,61.0,0.0,0.0,0.0,0.0
98a58c26c5b1ed17,Patricio,Freire,Pitbull,37,8,0,66.0,145.0,67.0,0.0,1987.0,2.68,43.0,4.23,57.0,1.49,33.0,88.0,0.6
dccb63727f2f5f74,Matt,Frevola,The SteamRolla,11,6,1,69.0,155.0,71.0,0.0,1990.0,3.3,39.0,3.76,56.0,2.34,41.0,40.0,0.8
1641ef250e9de19b,Sarah,Frota,A Treta,9,2,0,66.0,125.0,69.0,1.0,1987.0,4.52,52.0,2.57,55.0,0.0,0.0,53.0,0.0
4638cc6479cc0afe,Masio,Fullen,Lobo,11,7,0,70.0,145.0,70.0,0.0,1986.0,2.46,32.0,3.5,54.0,0.47,33.0,69.0,0.0
e9e1acc96536bb4f,Ricardo,Funch,Golden Boy,9,6,0,70.0,170.0,74.0,1.0,1980.0,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0
ec34349e7dffcde7,Claudia,Gadelha,Claudinha,18,5,0,64.0,115.0,63.0,0.0,1988.0,3.31,41.0,4.57,57.0,3.03,42.0,58.0,0.7
9e8f6c728eb01124,Justin,Gaethje,The Highlight,26,5,0,71.0,155.0,70.0,0.0,1988.0,6.59,58.0,7.18,51.0,0.1,14.0,68.0,0.0
a54660deb6a8489c,Muin,Gafurov,Tajik,20,6,0,67.0,135.0,68.0,0.0,1996.0,2.89,45.0,2.21,52.0,1.47,26.0,70.0,0.0
cc6f9d1e89f3449a,Manvel,Gamburyan,The Anvil,15,10,0,65.0,135.0,67.0,0.0,1981.0,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7
72db2a14ffa73ece,Mateusz,Gamrot,Gamer,25,4,0,70.0,155.0,70.0,1.0,1990.0,3.29,51.0,2.96,59.0,5.15,37.0,83.0,0.1
e463ce0a2ca474f4,Ryan,Gandra,Problema,8,1,0,73.0,185.0,74.0,0.0,1995.0,11.23,51.0,2.11,79.0,0.0,0.0,100.0,0.0
787bb1f087ccff8a,Ciryl,Gane,Bon Gamin,13,2,0,76.0,247.0,81.0,0.0,1990.0,5.29,61.0,2.33,60.0,0.68,25.0,47.0,0.6
d8c7c61b176e3994,Cody,Garbrandt,No Love,14,7,0,68.0,135.0,65.0,0.0,1991.0,2.88,39.0,3.64,59.0,0.93,27.0,83.0,0.0
917e53fa0adea0d3,Leonard,Garcia,Bad Boy,18,13,1,70.0,145.0,68.0,0.0,1979.0,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5
a2b12c3f3d60ff69,Alex,Garcia,The Dominican Nightmare,15,6,0,69.0,170.0,72.0,0.0,1987.0,1.81,31.0,3.03,59.0,3.72,52.0,66.0,0.1
97cf1a2c7c5e7889,Steve,Garcia,Mean Machine,19,5,0,72.0,145.0,75.0,1.0,1992.0,5.39,49.0,2.12,59.0,0.86,40.0,88.0,0.4
e132d47bd9efbbe0,Rafa,Garcia,Gifted,18,4,0,67.0,155.0,70.0,0.0,1994.0,4.31,45.0,4.54,61.0,3.13,44.0,76.0,0.5
8e5bfd4e82352340,Pablo,Garza,The Scarecrow,12,4,0,73.0,145.0,73.0,0.0,1983.0,3.37,44.0,2.7,50.0,0.94,25.0,15.0,1.3
b72a60a0cadff408,Louis,Gaudinot,Goodnight,8,4,0,63.0,125.0,63.0,0.0,1984.0,2.34,37.0,6.42,48.0,0.57,40.0,31.0,1.1
2f815ed5f8278ba6,Ateba,Gautier,The Silent Assassin,9,1,0,76.0,185.0,81.0,2.0,2002.0,6.57,60.0,1.95,53.0,0.98,100.0,92.0,0.0
14e797332ea32cdb,Chad,George,Savage,16,8,0,66.0,135.0,68.0,1.0,1982.0,1.26,50.0,1.11,65.0,3.08,46.0,0.0,1.3
eb70e786bbdf1d16,Yanis,Ghemmouri,The Desert Warrior,12,3,0,69.0,135.0,69.0,0.0,1995.0,2.29,38.0,5.14,35.0,0.0,0.0,0.0,0.0
de45aaae23dfa392,Christos,Giagos,The Spartan,20,12,0,70.0,155.0,71.0,0.0,1990.0,3.03,41.0,3.21,50.0,2.84,36.0,52.0,0.4
700a674c042b7a96,Cody,Gibson,The Renegade,22,12,0,70.0,135.0,71.0,0.0,1987.0,3.63,46.0,3.22,57.0,2.12,37.0,69.0,0.6
09439946214993bc,Chase,Gibson,El Guero,9,5,0,70.0,155.0,72.0,0.0,1990.0,3.13,54.0,6.4,52.0,0.0,0.0,0.0,0.0
e7f51d9f9e9259e7,Thomas,Gifford,The Young Lion,14,9,0,73.0,155.0,75.0,0.0,1992.0,3.97,37.0,6.45,37.0,0.5,33.0,33.0,0.0
84ff027394f7e470,Gregor,Gillespie,The Gift,14,1,0,67.0,155.0,71.0,0.0,1986.0,3.74,52.0,2.3,57.0,6.86,48.0,100.0,0.8
ce175eaafe867d1f,Micheal,Gillmore,The Gentleman,6,5,0,71.0,170.0,72.0,0.0,1987.0,2.04,57.0,3.02,43.0,0.0,0.0,50.0,0.0
bad8ed7d714f1493,Eperaim,Ginting,The Wolfman,6,1,0,64.0,135.0,64.0,0.0,1995.0,0.0,0.0,0.0,100.0,15.52,100.0,0.0,0.0
814ff3018127e8fc,Ricky,Glenn,The Gladiator,22,9,2,72.0,170.0,70.0,1.0,1989.0,3.79,42.0,4.3,51.0,0.72,13.0,69.0,0.4
ad56b3f00ca38dfd,Mark,Godbeer,The Hand Of,13,4,0,76.0,240.0,77.0,0.0,1983.0,3.97,53.0,3.3,54.0,0.0,0.0,28.0,0.0
26e3f3928b1891d9,Hannah,Goldy,24K,6,4,0,64.0,115.0,61.0,0.0,1992.0,5.19,47.0,4.67,50.0,0.66,12.0,54.0,0.2
cffb87059e645bd1,Denise,Gomes,Dee,12,3,0,62.0,115.0,63.0,0.0,1999.0,4.43,49.0,3.16,51.0,1.45,34.0,66.0,0.7
0778f94eb5d588a5,Joey,Gomez,KO King,6,2,0,70.0,135.0,73.0,0.0,1986.0,2.44,28.0,4.46,55.0,0.62,100.0,50.0,0.0
513e84bfe65ff509,Luis,Gomez,Tiger Junior,4,1,0,67.0,145.0,68.0,0.0,1995.0,1.57,33.0,4.03,55.0,4.48,50.0,33.0,0.0
b4880ef2f838d4e1,Silvana,Gomez Juarez,La Malvada,11,5,0,63.0,115.0,65.0,0.0,1984.0,4.26,32.0,4.04,61.0,0.0,0.0,30.0,0.0
3be081c29bf734d9,Takanori,Gomi,The Fireball Kid,35,14,0,67.0,155.0,70.0,1.0,1978.0,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8
e1d40e8782d80bc2,William,Gomis,Jaguar,15,3,0,72.0,145.0,73.0,1.0,1997.0,3.48,49.0,2.76,61.0,0.86,38.0,72.0,0.3
270b89c00ef0c55c,Gabriel,Gonzaga,Napao,17,11,0,74.0,242.0,76.0,0.0,1979.0,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1
94535f76f43b466a,Justin,Gonzales,J-Train,6,0,0,69.0,145.0,72.0,0.0,1991.0,6.67,80.0,0.87,43.0,14.0,73.0,100.0,0.0
be5aab761c40ef35,Fernando,Gonzalez,The Menifee Maniac,26,14,0,69.0,170.0,68.0,1.0,1983.0,4.47,47.0,4.03,65.0,0.86,33.0,43.0,1.4
e45cfa47f504033a,Jason,Gonzalez,Nicoya,11,5,0,74.0,155.0,74.0,1.0,1990.0,3.06,39.0,3.13,58.0,0.0,0.0,30.0,1.0
ff175a137b395e2b,Jorge,Gonzalez,Street,16,4,0,74.0,205.0,76.0,0.0,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
de47c33e48b0ce38,Mikey,Gonzalez,Rolls,7,2,0,71.0,155.0,74.0,0.0,1985.0,0.91,16.0,14.55,11.0,0.0,0.0,0.0,0.0
a2ccf35a88346a91,Erick,Gonzalez,The Ghost Pepper,14,8,0,71.0,155.0,75.0,0.0,1992.0,2.4,36.0,8.08,40.0,6.0,55.0,50.0,0.0
4e0692ad070976e4,Lyman,Good,Cyborg,21,6,0,72.0,170.0,74.0,0.0,1985.0,5.34,48.0,4.01,63.0,0.27,100.0,75.0,0.0
c730a0be691dc081,Jared,Gooden,NiteTrain,23,10,0,72.0,170.0,77.0,0.0,1993.0,4.4,48.0,6.74,45.0,0.91,45.0,65.0,0.4
8cad40a75e5c97f5,Eddie,Gordon,Truck,8,4,0,72.0,185.0,76.0,0.0,1983.0,2.03,32.0,2.57,60.0,1.93,83.0,63.0,0.0
7026eca45f65377b,Jared,Gordon,Flash,21,8,0,69.0,155.0,68.0,0.0,1988.0,5.64,53.0,4.14,55.0,1.78,32.0,60.0,0.0
dee294e9717012c2,Malcolm,Gordon,X,14,8,0,67.0,125.0,71.0,2.0,1990.0,2.5,45.0,2.0,43.0,1.72,35.0,26.0,1.0
147e70aa6cc48cfc,Tresean,Gore,Mr. Vicious,6,4,0,72.0,185.0,75.0,2.0,1994.0,2.76,42.0,7.48,40.0,1.83,75.0,88.0,0.9
803bebcfb6d6f506,Alex,Gorgees,Hitman,6,1,0,74.0,155.0,74.0,2.0,1995.0,0.67,32.0,2.27,38.0,0.0,0.0,54.0,0.0
40f3cb27fc7305a1,Themba,Gorimbo,The Answer,14,6,0,73.0,170.0,77.0,0.0,1991.0,2.72,60.0,1.32,51.0,5.07,65.0,72.0,0.4
fb1538b46877a695,Jonathan,Goulet,The Road Warrior,23,12,0,72.0,170.0,73.0,0.0,1979.0,1.61,41.0,2.01,46.0,4.17,70.0,45.0,0.6
51e86de150ee8be6,Thibault,Gouti,GT,12,5,0,70.0,155.0,72.0,0.0,1987.0,3.68,34.0,5.64,50.0,1.23,80.0,83.0,0.3
3f11b5d4bd76a6d9,Damian,Grabowski,The Polish Pitbull,20,5,0,73.0,241.0,75.0,0.0,1980.0,4.0,36.0,7.65,51.0,0.0,0.0,0.0,0.0
fb37795db81f93f3,Bogdan,Grad,The Unleashed,15,4,0,68.0,145.0,70.0,0.0,1995.0,4.06,51.0,5.06,49.0,4.22,40.0,75.0,0.0
7559395ad833c074,Miranda,Granger,Danger,7,3,0,67.0,115.0,68.0,0.0,1992.0,2.79,47.0,2.57,57.0,0.0,0.0,33.0,0.0
113df4fde64735c6,Davey,Grant,Dangerous,17,8,0,68.0,135.0,69.0,0.0,1985.0,5.14,44.0,3.82,55.0,1.03,40.0,63.0,0.2
8be158ca1e5ea6a0,Dwight,Grant,The Body Snatcher,11,6,0,73.0,185.0,76.0,2.0,1984.0,3.29,36.0,2.66,60.0,0.61,100.0,66.0,0.0
642862d6d63605cd,Shelton,Graves,The Gravedigger,7,3,0,74.0,255.0,76.0,1.0,1985.0,2.19,69.0,0.81,33.0,4.86,57.0,0.0,0.0
bb0d290026d7681d,Kevin,Gray,Pocket Herc,9,4,0,64.0,125.0,67.0,0.0,1985.0,3.45,62.0,4.48,66.0,0.0,0.0,0.0,0.0
f046d724d2a84ac5,Desmond,Green,The Predator,23,8,0,70.0,155.0,73.0,1.0,1989.0,3.7,46.0,2.51,69.0,1.62,50.0,75.0,0.0
5eb50529a8418b77,Gabe,Green,Gifted,12,5,0,70.0,155.0,73.0,2.0,1993.0,5.6,45.0,6.19,47.0,0.71,50.0,50.0,0.5
068f8a189a47fea6,Maurice,Greene,The Crochet Boss,9,7,0,79.0,258.0,80.0,0.0,1986.0,3.28,45.0,3.61,45.0,0.0,0.0,27.0,0.4
bfc2fc38a0e20211,Matt,Grice,The Real One,15,5,0,68.0,145.0,70.0,0.0,1981.0,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5
b0d6a1d8ac3d563d,Max,Griffin,Pain,20,12,0,71.0,170.0,76.0,0.0,1985.0,3.76,47.0,3.7,58.0,1.28,40.0,70.0,0.3
ebef46976554f975,Jordan,Griffin,Native Psycho,18,9,0,70.0,145.0,73.0,1.0,1990.0,2.52,46.0,3.02,50.0,1.45,35.0,42.0,1.9
fdf18227faa596dd,Chad,Griggs,The Grave Digger,11,3,0,73.0,205.0,73.0,0.0,1978.0,2.67,50.0,2.22,46.0,1.51,66.0,41.0,0.0
68b8ebdfce9dbb61,Charalampos,Grigoriou,Ferocious,8,5,0,67.0,135.0,67.0,0.0,1992.0,2.62,48.0,3.97,46.0,2.62,80.0,90.0,0.0
950d0ef5c17157c5,Maxim,Grishin,Maximus,32,10,2,75.0,205.0,78.0,0.0,1984.0,3.26,52.0,2.27,58.0,0.21,16.0,66.0,0.0
60ba33c3f555a7a3,Josh,Grispi,The Fluke,14,5,0,71.0,145.0,74.0,0.0,1988.0,1.44,41.0,3.71,50.0,1.97,36.0,16.0,2.2
